"id","text","question_id"
"1202","B.
He undervalued traditional punctuation marks like the colon.  (3%)","301"
"1203","C.
He transformed the shape of the comma into a version that proved enduring.  (69%)","301"
"1204","D.
He invented a new punctuation mark, rendering older marks obsolete.  (6%)","301"
"1205","A.
had not desired to convey the nuances of sense and style.  (5%)","302"
"1206","B.
had not considered punctuation to be an important matter.  (9%)","302"
"1207","C.
had not fully determined some of the functions of punctuation.  (57%)","302"
"1208","D.
had not been concerned with innovation in punctuation.  (27%)","302"
"1209","A.
It discredits the notion that semicolons are a cause of confusion.  (14%)","303"
"1210","B.
It highlights a widely acknowledged justification for extensive semicolon use.  (6%)","303"
"1211","C.
It establishes that semicolons can help writers to attract readers.  (11%)","303"
"1212","D.
It reveals a potentially complex effect of semicolon use on the reader.  (65%)","303"
"1213","A.
It would strengthen the passage claim.  (15%)","304"
"1214","B.
It would not affect the passage claim.  (41%)","304"
"1215","C.
It would falsify the passage claim.  (16%)","304"
"1216","D.
It would demonstrate that the passage claim needs to be reexamined.  (26%)","304"
"1217","A.
estimate the offspring's likelihood of obesity, diabetes, and cardiovascular disease in adulthood.  (31%)","305"
"1218","B.
determine the current methylation patterns of the offspring.  (14%)","305"
"1219","C.
hypothesize that different health outcomes in the adult offspring correlate to the differences in their methylation patterns.  (46%)","305"
"1220","D.
ascertain at which stages of the offspring's lives the effects of methylation were most pronounced.  (7%)","305"
"1221","A.
offered extensive documentation on a famine.  (5%)","306"
"1222","B.
compared children born during famine with those born before or after.  (10%)","306"
"1223","C.
provided information about the effects of starvation on a particular population group.  (8%)","306"
"1224","D.
examined the long-term effects of nutritional deficiency before birth.  (75%)","306"
"1225","A.
Did any of the Hunger Winter babies or their siblings die before the study began?  (7%)","307"
"1226","B.
Had any of the mothers experienced starvation prior to the Dutch famine?  (25%)","307"
"1227","C.
What percentage of the participants were not native to the Netherlands?  (1%)","307"
"1228","D.
Is there a way to determine to what degree each of the mothers was exposed to the famine?  (65%)","307"
"1229","A.
refrained from shutting down the railroad.  (75%)","308"
"1230","B.
resisted the German occupation more fiercely.  (1%)","308"
"1231","C.
joined forces with the Allies against the Germans.  (4%)","308"
"1232","D.
fought more strategically to capture the bridge.  (18%)","308"
"1233","A.
The airline and car industries have undue influence over American travel.  (8%)","309"
"1234","B.
A high-speed railroad network would encourage economic activity.  (26%)","309"
"1235","C.
The superiority of foreign railroads disadvantages America in international trade.  (2%)","309"
"1236","D.
The public would readily adopt high-speed rail travel if it were available.  (62%)","309"
"1237","A.
An apprentice artist surpasses a master's early works but does not live up to the master's later works.  (63%)","310"
"1238","B.
A financial investor earns large sums of money in the short term but loses a larger amount over time.  (3%)","310"
"1239","C.
A rookie athlete sets a team record but in later seasons his record is broken by a newer player.  (31%)","310"
"1240","D.
An investigative journalist races to break a story but is beaten to the punch by a rival network.  (2%)","310"
"1241","A.
Developing a countrywide high-speed rail system would come with significant costs.  (1%)","311"
"1242","B.
A high-speed passenger rail system would dramatically transform American life.  (12%)","311"
"1243","C.
The United States still has the largest railroad network in the world.  (3%)","311"
"1244","D.
Increasing the use of high-speed railroads would be beneficial for the environment.  (83%)","311"
"1245","A.
It would refute the author's suggestion that trains would help fill a transportational need.  (11%)","312"
"1246","B.
It would weaken the author's comparison between the Transcontinental Railroad and high-speed rail.  (1%)","312"
"1247","C.
It would support the author's assumption that the public could be willing to depend less on vehicle ownership.  (64%)","312"
"1248","D.
It would reinforce the author's claim that automobiles have made public transportation less important.  (22%)","312"
"1249","A.
American trains now represent an obsolete technology.  (1%)","313"
"1250","B.
American trains have been overshadowed by other forms of transportation.  (14%)","313"
"1251","C.
American trains have been largely retired from use in current society.  (1%)","313"
"1252","D.
American trains have been crucial in producing the country as we know it.  (82%)","313"
"1253","A.
Americans no longer view trains with the sense of importance they once commanded.  (8%)","314"
"1254","B.
The railroads of Europe and Japan have vastly outpaced their American counterparts.  (79%)","314"
"1255","C.
An advanced railway system would benefit America economically.  (6%)","314"
"1256","D.
A high-speed passenger rail system would dramatically transform American life.  (4%)","314"
"1257","A.
On average, the distance between travel destinations is shorter in Europe than it is in America.  (8%)","315"
"1258","B.
The slower speeds of trains in America compared to those in Europe are due to safety issues with American trains.  (6%)","315"
"1259","C.
The primary use of existing American trains is the transport of freight rather than passengers.  (12%)","315"
"1260","D.
The process of constructing high-speed rail could affect the environment in unpredictable ways.  (72%)","315"
"1261","A.
ensure that public assets are protected after the next stock market crash.  (3%)","316"
"1262","B.
protect citizens with a stake in the financial market from detrimental Congressional laws.  (2%)","316"
"1263","C.
prevent another economic crisis like the Great Crash of 1929.  (87%)","316"
"1264","D.
shield complex and intricate investments from the hands of monetary elites.  (7%)","316"
"1265","A.
the organization of neoclassical macroeconomics into a system with adequate employment.  (3%)","317"
"1266","B.
the idea that an accumulation of debt promotes an unhealthy national economy.  (4%)","317"
"1267","C.
shifting financial responsibility toward consumers rather than the government.  (15%)","317"
"1268","D.
keeping regulations status quo, tolerating the ""boom and bust"" cycle as the economic norm.  (76%)","317"
"1269","A.
Maintain current arrangements of federal and state regulations.  (1%)","318"
"1270","B.
Create a committee for the evaluation of regulatory reform proposals.  (85%)","318"
"1271","C.
Tightly regulate mergers and other financial acquisitions.  (12%)","318"
"1272","D.
Hire government officials who oppose the theories of Keynes and Minsky.  (0%)","318"
"1273","A.
the Congressional response to regulatory reform efforts.  (28%)","319"
"1274","B.
the sheer volume of financial products available.  (8%)","319"
"1275","C.
past major developments in the financial sector.  (54%)","319"
"1276","D.
innovative changes in banking and insurance regulation.  (8%)","319"
"1277","A.
An accumulation of secured debt by the national government  (2%)","320"
"1278","B.
An increase in governmental spending on consumer goods  (65%)","320"
"1279","C.
A decrease in government-supplemented consumer expenditures  (9%)","320"
"1280","D.
A governmental shift to a free market economy  (22%)","320"
"1281","A.
the implementation of a mixed economy would result in unbalanced consumer spending.  (4%)","321"
"1282","B.
execution of financial reform proposals would eventually cause economic instability.  (12%)","321"
"1283","C.
political mandates could be used to protect an extremely volatile financial system.  (66%)","321"
"1284","D.
government economists would be able to operate efficiently without regulatory safeguards.  (16%)","321"
"1285","A.
depicts the material and spiritual perception humans have of nature.  (20%)","322"
"1286","B.
was inspired by the desire to facilitate agricultural productivity.  (0%)","322"
"1287","C.
was a rare but significant presence in Western mythology.  (0%)","322"
"1288","D.
is a multifaceted symbol of the power of nature as it participates in human life.  (78%)","322"
"1289","A.
European church iconography.  (20%)","323"
"1290","B.
rustic celebrations of nature when agricultural concerns dominated village life.  (11%)","323"
"1291","C.
ancient systems of worship and agricultural divinities.  (62%)","323"
"1292","D.
heroic literary characters.  (5%)","323"
"1293","A.
to thrive and regenerate despite even the most harmful outside forces.  (80%)","324"
"1294","B.
to allow foliage to remain green throughout seasonal and climate changes.  (3%)","324"
"1295","C.
to promote vitality and fertility even in persistently barren environments.  (12%)","324"
"1296","D.
to reduce the negative influences of human civilization.  (3%)","324"
"1297","A.
They frequently used images of the Green Man to adorn temples.  (15%)","325"
"1298","B.
They developed a concept of the Green Man apart from Western views.  (58%)","325"
"1299","C.
They assimilated Western ideas to generate its own Green Man mythology.  (15%)","325"
"1300","D.
They incorporated European notions of the Green Man into their literary tradition.  (11%)","325"
"1301","A.
A crucial point is whether the Green Man appears in the East or just in the West.  (0%)","326"
"1302","B.
There are several possible paths by which the idea of the Green Man could have evolved.  (81%)","326"
"1303","C.
Most Green Man figures are related to other rustic deities.  (15%)","326"
"1304","D.
Some mythological characters have more connection to the Green Man than others.  (2%)","326"
"1305","A.
Fred Rogers demonstrated that public programming can benefit children's lives as well as their society.  (7%)","327"
"1306","B.
government support was crucial to the establishment of public broadcasting in the 1960s.  (1%)","327"
"1307","C.
Fred Rogers was a passionate advocate for children's welfare.  (1%)","327"
"1308","D.
Fred Rogers played a pivotal role in securing the future of public television.  (87%)","327"
"1309","A.
public television's questionable viability.  (20%)","328"
"1310","B.
partisan political division.  (68%)","328"
"1311","C.
U.S. budgetary concerns.  (4%)","328"
"1312","D.
television's social impact.  (5%)","328"
"1313","A.
Lyndon Johnson had supported the establishment of public television throughout his presidency.  (1%)","329"
"1314","B.
Hartford Gunn had convinced Congress that the economy would benefit from the growth of public broadcasting.  (62%)","329"
"1315","C.
Fred Rogers was not the only witness who testified before the subcommittee.  (31%)","329"
"1316","D.
Senator Pastore's past criticisms of television had included public as well as commercial programming.  (4%)","329"
"1317","A.
he represented viewers who supported his program.  (3%)","330"
"1318","B.
his study of childhood development gave his testimony authority.  (4%)","330"
"1319","C.
his moral vision came across through his testimony.  (88%)","330"
"1320","D.
he had chaired the White House Conference on Children.  (2%)","330"
"1321","A.
A professor takes a class taught by his former student  (54%)","331"
"1322","B.
A priest attends a wedding officiated by his former church member  (10%)","331"
"1323","C.
A lawyer argues a case judged by his former partner  (26%)","331"
"1324","D.
A singer goes to a concert headlined by his former backup vocalist  (9%)","331"
"1325","A.
that only Socrates' followers could understand his method.  (5%)","332"
"1326","B.
that Socrates tried to trick people into following him.  (6%)","332"
"1327","C.
that Socrates was involved in magic or underhanded practices.  (8%)","332"
"1328","D.
that Socrates' motivations were not easy for many people to discern.  (79%)","332"
"1329","A.
strongly discouraging.  (59%)","333"
"1330","B.
irritatingly inconvenient.  (7%)","333"
"1331","C.
highly ambiguous.  (21%)","333"
"1332","D.
seemingly arbitrary.  (11%)","333"
"1333","A.
I only  (10%)","334"
"1334","B.
II only  (6%)","334"
"1335","C.
I and II only  (78%)","334"
"1336","D.
I, II, and III  (4%)","334"
"1337","A.
Socrates was a highly eccentric character.  (7%)","335"
"1338","B.
Socrates' behavior had made him a well-known figure in Athenian society.  (16%)","335"
"1339","C.
Socrates was dedicated to discovering the truth through deliberative conversation.  (74%)","335"
"1340","D.
Socrates wore shabby clothing and was unconcerned with the appearance of wealth.  (1%)","335"
"1341","A.
a means of disguising deceptive practices.  (2%)","336"
"1342","B.
an essential part of his mission and message.  (67%)","336"
"1343","C.
a pattern of behavior characteristic of a political rebel.  (12%)","336"
"1344","D.
symptoms of an identifiable syndrome from which he suffered.  (18%)","336"
"1345","A.
its show of benevolence.  (10%)","337"
"1346","B.
its manifestation as a voice.  (25%)","337"
"1347","C.
its clarity as an oracle.  (13%)","337"
"1348","D.
its threat to society.  (50%)","337"
"1349","A.
I and II only  (6%)","338"
"1350","B.
I and III only  (68%)","338"
"1351","C.
II and III only  (5%)","338"
"1352","D.
I, II, and III  (18%)","338"
"1353","A.
lawyers and jury members.  (2%)","339"
"1354","B.
donors and charity workers.  (4%)","339"
"1355","C.
psychologists and therapy patients.  (7%)","339"
"1356","D.
parents and young children.  (85%)","339"
"1357","A.
A dictator can easily abuse his or her power for personal gain.  (16%)","340"
"1358","B.
A dictator may fail to take decisive action when necessary.  (63%)","340"
"1359","C.
A dictator who is benevolent may be succeeded by one who is not.  (11%)","340"
"1360","D.
A dictator could be unconcerned with the well-being of the people.  (8%)","340"
"1361","A.
does not facilitate rule by the majority.  (10%)","341"
"1362","B.
is influenced by the uninformed opinions of the masses.  (80%)","341"
"1363","C.
magnifies the flaws of most other types of government.  (1%)","341"
"1364","D.
struggles at maintaining consensus.  (7%)","341"
"1365","A.
a benevolent dictator would make decisions that citizens disagree with.  (22%)","342"
"1366","B.
a benevolent dictator's decisions may be subject to change.  (3%)","342"
"1367","C.
a benevolent dictatorship can only be described in a theoretical sense, not actually put into practice.  (28%)","342"
"1368","D.
a benevolent dictatorship's benefits to society are outweighed by the sacrifice they require.  (45%)","342"
"1369","A.
The more voices that speak, the less there is worth hearing.  (3%)","343"
"1370","B.
The best rulers lead by example, not by command.  (8%)","343"
"1371","C.
The best governments incorporate many perspectives.  (80%)","343"
"1372","D.
Only in hindsight can the wisest perspectives be recognized.  (7%)","343"
"1373","A.
Representation and reality become disconnected.  (82%)","344"
"1374","B.
Representation is meant to destroy the original.  (12%)","344"
"1375","C.
Representation is a way to access reality directly.  (3%)","344"
"1376","D.
Representation maintains its fidelity to the original.  (2%)","344"
"1377","A.
an example of the power of faithful representation.  (4%)","345"
"1378","B.
an example of the basic absence of referentiality.  (50%)","345"
"1379","C.
a convincing counterfeit of an original.  (35%)","345"
"1380","D.
a deceptive phenomenon that resists duplication.  (9%)","345"
"1381","A.
exposes a hidden power struggle between image-makers and rulers.  (1%)","346"
"1382","B.
offers a cautionary statement for ambitious cartographers trying to elevate mapmaking.  (11%)","346"
"1383","C.
suggests a residual belief in a reality distinct from any form of representation.  (85%)","346"
"1384","D.
encapsulates a myth propagated by rulers to help control their subjects.  (1%)","346"
"1385","A.
a simulation is something we can never fully experience.  (4%)","347"
"1386","B.
signs, reproductions, and copies are examples of simulacra.  (13%)","347"
"1387","C.
the reality we come to know is unavoidably artificial.  (80%)","347"
"1388","D.
simulacra are more authentic than faithful counterfeits.  (1%)","347"
"1389","A.
a map should be like a painting that accurately depicts the landscape.  (6%)","348"
"1390","B.
a representation must maintain a degree of difference from the original.  (64%)","348"
"1391","C.
a map's complexity is what renders it a practical tool.  (5%)","348"
"1392","D.
a map can never become as important as the territory.  (23%)","348"
"1393","A.
inspires the creators of images to mislead society through media.  (3%)","349"
"1394","B.
overlooks the complicating effects of mediation.  (8%)","349"
"1395","C.
promotes forms of simulation as advantageous to society.  (15%)","349"
"1396","D.
treats the boundaries between the real and the simulated as fluid.  (72%)","349"
"1397","A.
For people to make fully autonomous decisions, they need to be free from economic hardship.  (20%)","350"
"1398","B.
Preserving people's autonomy is of little concern when considering the good of society.  (53%)","350"
"1399","C.
People may be mistaken about what is in their own best interest.  (12%)","350"
"1400","D.
When products are taxed, the financial burden typically falls on consumers.  (13%)","350"
"1401","A.
to illustrate an irony in these researchers' concerns about proposed price adjustments.  (71%)","351"
"1402","B.
to affirm these researchers' point that lower-income persons would benefit most from proposed price adjustments.  (14%)","351"
"1403","C.
to argue that social class is irrelevant to evaluating proposed price adjustments.  (9%)","351"
"1404","D.
to support these researchers' concerns about the effects of proposed price adjustments.  (4%)","351"
"1405","A.
is supported by the available research data.  (4%)","352"
"1406","B.
is supported by a majority of all citizens.  (1%)","352"
"1407","C.
is aimed at citizens disproportionately affected by an issue.  (28%)","352"
"1408","D.
is less problematic than not implementing them.  (65%)","352"
"1409","A.
that burden is a less substantial issue than questions regarding autonomy.  (5%)","353"
"1410","B.
the people most affected by price increases would also be most able to afford them.  (3%)","353"
"1411","C.
the increased cost of those foods is designed to prevent people from buying them.  (82%)","353"
"1412","D.
the added expense of buying some foods would be offset by the reduced prices on others.  (8%)","353"
"1413","A.
A study conducted in Mexico reported higher price responsiveness among low-income groups.  (67%)","354"
"1414","B.
Many corporations are willing to decrease prices to avoid losing customers.  (9%)","354"
"1415","C.
Kates and Hayward are funded by a sugar-sweetened beverage corporation.  (20%)","354"
"1416","D.
Peñalvo et al. inferred people's socioeconomic status from their educational attainment.  (2%)","354"
"1417","A.
Explain planned price adjustments to the public in advance of their implementation.  (8%)","355"
"1418","B.
Use nutritional education to shift consumers toward healthier foods without price adjustments.  (12%)","355"
"1419","C.
Exclude sugar-sweetened beverages from price increases to reduce disproportionate impact on certain groups.  (1%)","355"
"1420","D.
Reduce prices on healthy foods without increasing prices on unhealthy foods.  (77%)","355"
"1421","A.
I only  (16%)","356"
"1422","B.
II only  (4%)","356"
"1423","C.
I and III only  (67%)","356"
"1424","D.
II and III only  (11%)","356"
"1425","A.
A reckless driver who attends traffic school to avoid having his driver's license suspended  (4%)","357"
"1426","B.
A struggling employee who works furiously to meet sales quotas to keep from being fired  (24%)","357"
"1427","C.
An overweight man who refuses to eat unhealthy food in order to stick to the diet his doctor prescribed  (8%)","357"
"1428","D.
A poor student who spends all her money moving to a new city to pursue her dream of acting  (62%)","357"
"1429","A.
Sun Bin's horse race advice fits within a context of military tactics.  (63%)","358"
"1430","B.
The name Sun Bin is generally unfamiliar to non-scholars.  (4%)","358"
"1431","C.
Sun Tzu's The Art of War remains of interest to the modern military mind.  (15%)","358"
"1432","D.
Sun Tzu's The Art of War is more often applied to politics than to military settings.  (16%)","358"
"1433","A.
Guiding life decisions  (1%)","359"
"1434","B.
Achieving scholarly recognition  (68%)","359"
"1435","C.
Exploring philosophical ideas  (15%)","359"
"1436","D.
Acquiring wealth  (14%)","359"
"1437","A.
No, the author's argument would not be affected.  (20%)","360"
"1438","B.
No, the author's argument would be challenged.  (12%)","360"
"1439","C.
No, the author's argument would be refuted.  (2%)","360"
"1440","D.
Yes, the author's argument would be strengthened.  (64%)","360"
"1441","A.
facts about the universe do not justify inferences about its purpose.  (46%)","361"
"1442","B.
the initial conditions of the universe should guide how we understand other facts about it.  (24%)","361"
"1443","C.
facts about the universe are inevitably framed by biases of human perception.  (20%)","361"
"1444","D.
facts about the universe depend on a subjective understanding of probability.  (9%)","361"
"1445","A.
A researcher approximates the starting values for a computer simulation on population growth, runs the simulation twice, and is surprised to receive very different ending values each time.  (11%)","362"
"1446","B.
A law school graduate takes the bar exam, and while waiting for the results to be released she calculates how likely she is to pass.  (47%)","362"
"1447","C.
A gambler counts the number of aces that have been dealt, determines how many are left in the deck, and then judges whether another ace will be dealt.  (25%)","362"
"1448","D.
A hiker views a weather report predicting clear skies for the day, but when she is rained on during her hike, she realizes the meteorologist had been wrong.  (15%)","362"
"1449","A.
to explain the tendency for people to confuse objective probability and subjective probability.  (11%)","363"
"1450","B.
to illustrate that the improbability of an event does not imply that its occurrence has meaning.  (76%)","363"
"1451","C.
to provide a counterpoint to the position advanced by Zycinski.  (6%)","363"
"1452","D.
to show that there is no larger purpose to the existence of the universe.  (5%)","363"
"1453","A.
Allowing multiple rolls to be made in order to give repeated results  (14%)","364"
"1454","B.
Allowing a die with more than six sides to be used for the roll  (16%)","364"
"1455","C.
Allowing observers to see the result of the die roll instead of concealing it  (54%)","364"
"1456","D.
Allowing observers to predict the probability of a five being rolled before the roll is actually made  (13%)","364"
"1457","A.
Some things must simply be accepted.  (80%)","365"
"1458","B.
Math is the only universal language.  (6%)","365"
"1459","C.
God does not play dice.  (1%)","365"
"1460","D.
Everything happens for a reason.  (11%)","365"
"1461","A.
It explains objective and subjective probability.  (15%)","366"
"1462","B.
It exaggerates the point in question.  (23%)","366"
"1463","C.
It entails an erroneous conclusion.  (18%)","366"
"1464","D.
It provides clarifying information.  (42%)","366"
"1465","A.
Sforza had a particular interest in bridges.  (11%)","367"
"1466","B.
Leonardo's ideas were ready to be put into practice.  (18%)","367"
"1467","C.
Sforza never actually hired Leonardo to work for him.  (10%)","367"
"1468","D.
Leonardo believed it was likely that Milan would face war.  (59%)","367"
"1469","A.
support Krull's view that Leonardo's claims about his inventions outpaced his capacity to build them.  (26%)","368"
"1470","B.
raise the possibility that Leonardo later worked on a more refined version of the bridge.  (54%)","368"
"1471","C.
describe a way in which Leonardo's bridge is harder to construct than a conventional bridge.  (17%)","368"
"1472","D.
demonstrate that it is generally difficult to understand Leonardo's instructions.  (1%)","368"
"1473","A.
Leonardo is said to have really built such a bridge on at least one occasion.  (26%)","369"
"1474","B.
it has served as the model design for some present-day bridges.  (47%)","369"
"1475","C.
it was a realistic and practical idea, unlike Leonardo's more fanciful military designs.  (8%)","369"
"1476","D.
its construction is based on the repetition of a modular structure.  (17%)","369"
"1477","A.
Using unskilled labor in its assembly  (3%)","370"
"1478","B.
Using beams of multiple lengths  (8%)","370"
"1479","C.
Using wood that is smooth and lacks notches  (82%)","370"
"1480","D.
Using nails and tools during construction  (6%)","370"
"1481","A.
A modern engineering team could not make a working version of a siege weapon designed by Leonardo.  (20%)","371"
"1482","B.
Leonardo thought that the bridge would mainly be useful for traveling soldiers.  (7%)","371"
"1483","C.
Some of Leonardo's notebooks do not mention the portable bridge.  (16%)","371"
"1484","D.
Historians believe that Leonardo could have built most of the devices described in his letter.  (55%)","371"
"1485","A.
Yes; Leonardo did not even mention painting in his drafted letter of application to work for Duke Ludovico Sforza  (20%)","372"
"1486","B.
No; Krull's and Isaacson's analyses suggest that Leonardo's artistic skills were not ""mostly bluff"" like his military designs  (2%)","372"
"1487","C.
Yes; the contents of Leonardo's letter suggest his attention was focused more on engineering than art  (61%)","372"
"1488","D.
No; the inclusion of a sketch with the bridge instructions shows that artistic endeavors had remained important to Leonardo  (15%)","372"
"1489","A.
introduce an additional challenge of the bridge.  (28%)","373"
"1490","B.
incorporate Greek ideas.  (1%)","373"
"1491","C.
compare him to Leonardo.  (6%)","373"
"1492","D.
make a historical reference.  (63%)","373"
"1493","A.
a prospective bride loses her identity upon marriage.  (17%)","374"
"1494","B.
a woman's social identity cannot be fully expressed once she marries.  (55%)","374"
"1495","C.
traditional naming practices help to resolve issues surrounding identity.  (5%)","374"
"1496","D.
it is more complicated to choose one's social identity than one's legal identity.  (21%)","374"
"1497","A.
It reduces the relevance of Noonan's claims about the importance of marital commitment.  (16%)","375"
"1498","B.
It supports Noonan's claims about the importance of marital commitment.  (44%)","375"
"1499","C.
It undermines Snyder's objection to Laura Dawn Lewis' position.  (11%)","375"
"1500","D.
It exemplifies Emens' claims regarding marital naming disparities.  (27%)","375"
"1501","A.
Losing generational continuity of surnames  (4%)","376"
"1502","B.
Legal impediments to some name changes  (18%)","376"
"1503","C.
Conflict between prospective brides and grooms  (75%)","376"
"1504","D.
Being judged continuously by other people  (1%)","376"
"1505","A.
After considering the social implications, Peggy Noonan legally adopted her husband's last name upon marriage.  (16%)","377"
"1506","B.
The number of married women retaining their maiden names steadily increased in the 1980s and 1990s.  (41%)","377"
"1507","C.
Today, it is often easier for women to change their names upon marriage than it is for men to do so.  (26%)","377"
"1508","D.
The right of a married woman to either keep or change her surname has been upheld by federal courts.  (15%)","377"
"1509","A.
Yes; there are significant social costs borne by women who make societally atypical naming choices.  (25%)","378"
"1510","B.
No; future generations will consider it ridiculous that women used to change their names upon marrying.  (10%)","378"
"1511","C.
Yes; Noonan argues that the departure from traditional naming practice has led to a higher incidence of divorce.  (2%)","378"
"1512","D.
No; Emens illustrates the unjust burdens that the traditional practice places upon women.  (62%)","378"
"1513","A.
plausible, because the expectation that women will change their names depends on the expectation that men will keep theirs.  (58%)","379"
"1514","B.
implausible, because the argument is supposedly meant to benefit women, but it focuses on reducing a burden for men.  (10%)","379"
"1515","C.
plausible, because Snyder points out that name changing by either men or women would be a symbol of commitment to marriage.  (17%)","379"
"1516","D.
implausible, because Snyder stresses how important a name is to a person's sense of self.  (13%)","379"
"1517","A.
A commitment to marriage is a good reason for both men and women to change their names.  (9%)","380"
"1518","B.
In most cases, children are given their father's surname.  (32%)","380"
"1519","C.
The burdens associated with marital naming are suffered primarily by women.  (48%)","380"
"1520","D.
There are many inequities surrounding marital naming.  (9%)","380"
"1521","A.
Someone who serves tea in handcrafted pottery vessels  (26%)","381"
"1522","B.
Someone who is revered by the guests in the tearoom  (0%)","381"
"1523","C.
Someone who values the simplicity of the tea vessels  (53%)","381"
"1524","D.
Someone who serves tea in antique cups  (18%)","381"
"1525","A.
II only  (1%)","382"
"1526","B.
III only  (5%)","382"
"1527","C.
I and II only  (17%)","382"
"1528","D.
I and III only  (75%)","382"
"1529","A.
began a cultural trend of imitating the Chinese way of life.  (4%)","383"
"1530","B.
introduced Chinese treatises on tea that eventually became influential.  (11%)","383"
"1531","C.
impeded the spread of Zen Buddhism in Japan.  (1%)","383"
"1532","D.
had an essential impact on the culture of tea in Japan.  (82%)","383"
"1533","A.
departs from the traditional aesthetic principles of Japanese culture.  (36%)","384"
"1534","B.
has inspired some Westerners to reflect on their standards of beauty.  (3%)","384"
"1535","C.
is consistent with the notion that everything in nature is subject to change.  (59%)","384"
"1536","D.
many Westerners learn to appreciate once they have been exposed to it.  (1%)","384"
"1537","A.
facilitate individual expression during the tea ceremony.  (11%)","385"
"1538","B.
develop composure and equilibrium in the everyday life of the tea practitioner.  (78%)","385"
"1539","C.
educate Japanese tea practitioners about the benefits of green tea from China.  (0%)","385"
"1540","D.
provide opportunities for tea practitioners to showcase their enlightenment.  (9%)","385"
"1541","A.
A sacred practice  (57%)","386"
"1542","B.
A ritual performance  (25%)","386"
"1543","C.
An aristocratic affair  (4%)","386"
"1544","D.
An artistic display  (12%)","386"
"1545","A.
Schools pay too much attention to standardized tests.  (1%)","387"
"1546","B.
It is beyond dispute that schools should receive more funding.  (23%)","387"
"1547","C.
Schoolteachers are some of the most overworked individuals in society.  (1%)","387"
"1548","D.
Reasons to maintain the current school day's duration are easily refuted.  (72%)","387"
"1549","A.
amount of time spent in the classroom.  (38%)","388"
"1550","B.
local need for childcare.  (4%)","388"
"1551","C.
value of homes and other buildings.  (48%)","388"
"1552","D.
breadth of its curriculum.  (8%)","388"
"1553","A.
It would support the author's claim that a longer school day would benefit parents.  (80%)","389"
"1554","B.
It would reinforce the arguments for keeping the school day as it is.  (4%)","389"
"1555","C.
It would challenge the author's claim that transportation to childcare sites burdens parents.  (1%)","389"
"1556","D.
It would have no effect on the claims made in the passage.  (13%)","389"
"1557","A.
enhance classroom instruction through greater focus on STEM disciplines.  (0%)","390"
"1558","B.
spend more classroom time studying particular subjects on certain days.  (9%)","390"
"1559","C.
replace courses in reading and math with courses in the humanities.  (2%)","390"
"1560","D.
require students to take at least one art or music course per semester.  (87%)","390"
"1561","A.
A longer school day's cost in taxes is nearly as much as what parents currently pay for childcare.  (29%)","391"
"1562","B.
A longer school day leads to a decreased sense of job satisfaction among teachers.  (50%)","391"
"1563","C.
A longer school day increases the amount schools must spend to fund faculty positions.  (6%)","391"
"1564","D.
A longer school day produces no improvement in student test scores.  (13%)","391"
"1565","A.
Whether the statistics on four-day school weeks represent a growing trend  (5%)","392"
"1566","B.
Whether the statistics on childcare refer specifically to school-age children  (53%)","392"
"1567","C.
What percentage of class time is currently spent on non-core subjects  (19%)","392"
"1568","D.
What percentage of students currently participate in after-school activities  (21%)","392"
"1569","A.
The potential drawbacks to lengthening the school day are not all financial in nature.  (19%)","393"
"1570","B.
The cost of childcare is too insignificant to offset the added expense.  (11%)","393"
"1571","C.
The school day should ideally be lengthened without raising schools' financial expenditure.  (3%)","393"
"1572","D.
The increased taxes would unfairly impact non-parents and businesses.  (65%)","393"
"1573","A.
longstanding cultural principles.  (82%)","394"
"1574","B.
artistic freedom.  (9%)","394"
"1575","C.
human reflection on self-worth.  (1%)","394"
"1576","D.
uniformity among their novel works.  (6%)","394"
"1577","A.
Respected artists  (9%)","395"
"1578","B.
Artists-in-training  (2%)","395"
"1579","C.
Self-indulgent artists  (20%)","395"
"1580","D.
Independent artists  (67%)","395"
"1581","A.
Frost's ideal poem would exhibit the writer's ability to express ideas in colloquial language.  (16%)","396"
"1582","B.
Frost's ideal poem would guide the reader and poet into deep contemplation.  (13%)","396"
"1583","C.
Frost's ideal poem would be reflective of elements used in Romantic poetry.  (8%)","396"
"1584","D.
Frost's ideal poem would employ methods of presenting familiar language in atypical forms.  (61%)","396"
"1585","A.
held themselves above the influence of other modernist poets.  (63%)","397"
"1586","B.
shared a creative outlook similar to that of more popular poets.  (7%)","397"
"1587","C.
were affected by the successes of more illustrious poets.  (1%)","397"
"1588","D.
refused to engage in the strict rationalism of other poets.  (28%)","397"
"1589","A.
Graphic art drawn abstractly alongside the text  (17%)","398"
"1590","B.
Consistent application of the rules of commas  (5%)","398"
"1591","C.
A flawless display of grammatical structure  (5%)","398"
"1592","D.
Text that looks like a bell curve  (71%)","398"
"1593","A.
an enthusiastic instruction.  (66%)","399"
"1594","B.
a solemn statement.  (11%)","399"
"1595","C.
a temporary constraint.  (10%)","399"
"1596","D.
an urgent plea.  (11%)","399"
"1597","A.
to continue his clinical research on schizophrenia.  (57%)","400"
"1598","B.
to adapt the inkblot test to diagnose other disorders.  (25%)","400"
"1599","C.
to publish a second volume of Psychodiagnostics.  (1%)","400"
"1600","D.
to develop an alternate method to assess personality.  (16%)","400"
"1601","A.
had been an important factor in psychology long before Rorschach.  (15%)","401"
